collection,product_id,title,sales_gbp_30d,demand_searches_mo,organic_sessions_30d,profit_margin,matched_condition,seo_priority
pendant-lights,8009500885242,Black Conical LED Pendant Light Modern Ceiling Hanging Lamp~4606,0.0,2900,4,N/A (COGS pending),3,High
pendant-lights,8009499934970,Modern Black LED Pendant Light Geometric Aluminium Tube E14~4602,0.0,2900,8,N/A (COGS pending),3,High
pendant-lights,8009493381370,Slim Cylindrical Tube Pendant Light - Grey Marble Finish - Adjustable ~4599,0.0,90,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,8009195847930,Modern Black and Gold LED Pendant Light -Tube Pack 1/2~4591,0.0,2900,3,N/A (COGS pending),3,High
pendant-lights,8009121988858,Hemp Rope Pendant Light Vintage Retro Loft Industrial Hanging Lamp~4587,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,8003821764858,Metal Pendant Light Height Adjustable E27 Ceiling Fitting Black ~4510,0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,8003806593274,Black Industrial Retro Vintage E27 Kitchen Ceiling Pendant Light Hanging Lamp ~4509,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7998541070586,3 Head Dome Shade Pendant Light Cluster Hanging Ceiling Light~4492,0.0,90,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7993979437306,Metal Barn Slotted Chrome E27 Holder Fitting Hanging Pendant Light~4484,0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,7993713721594,Industrial Dome Pendant Light Adjustable E27~4475,0.0,390,1,N/A (COGS pending),6,Low
pendant-lights,7991786864890,1-9 Way Pendant Light Fitting E27 Rose Suspension Hanging Lights~4464,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,7985986568442,Ceiling Antique Brass 3 light Pendant Metal ~4405,0.0,590,1,N/A (COGS pending),6,Low
pendant-lights,7985985028346,Ceiling Pendant Light E27 Metal Hanging Light Brushed Brass  ~4404,0.0,1600,1,N/A (COGS pending),6,Low
pendant-lights,7984207823098,Black & White 3-Light Pendant for Dining Table~4355,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7984175284474,2-Pack Vintage Black Pendant Ceiling Light E27 Metal~4352,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7983932244218,2-Pack White Dome Lamp Shades | Vintage Industrial Retro ~4337,0.0,480,0,N/A (COGS pending),6,Low
pendant-lights,7983365325050,3-Light Pendant Fixture Modern Hanging Ceiling Lamp ~4303,0.0,33100,0,N/A (COGS pending),3,High
pendant-lights,7983273738490,2-Pack E27 Copper Cone Pendant Set with Ceiling Rose Vintage ~4282,0.0,40,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7982937637114,Vintage Ceiling Pendant Light Brown  Colour Hemp Rope Hanging Lamp lights~4267,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7982925283578,10 Pack E27 Pendant Light Fitting Set with Adjustable Cable ~4253,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,7982923383034,Ceiling Light Fitting Lamp Holder Rose Gold 10 PCS ~4249,0.0,22200,0,N/A (COGS pending),3,High
pendant-lights,7982916010234,"10Pack Rustic Red Pendant Light,E27 Lamp Holder Hanging Light,PVC Cable~4248",0.0,140,0,N/A (COGS pending),6,Low
pendant-lights,7982908342522,"5Pack Rose Gold Pendant Light,E27 Lamp Holder Ceiling Hanging Light,PVC Cable~4239",0.0,1300,0,N/A (COGS pending),6,Low
pendant-lights,7982905229562,Rustic Red Pendant Light Holder Screw Fix E27 5 Pack~4238,0.0,140,1,N/A (COGS pending),6,Low
pendant-lights,7982900707578,"2Pack Brushed Copper Pendant Light,E27 Lamp Holder Hanging Light,PVC Cable~4234",0.0,880,0,N/A (COGS pending),6,Low
pendant-lights,7982900510970,"2Pack Chrome Pendant Light ,E27 Lamp Holder Ceiling Hanging Light,PVC Cable~4233",0.0,480,0,N/A (COGS pending),6,Low
pendant-lights,7982679064826,"2Pack French Gold Pendant Light ,E27 Lamp Holder Hanging Light,PVC Cable~4232",0.0,1300,0,N/A (COGS pending),6,Low
pendant-lights,7982676639994,"2Pack Pink Pendant Light,Lamp Holder Ceiling Hanging Light~4230",0.0,260,2,N/A (COGS pending),6,Low
pendant-lights,7982672118010,Vintage Industrial Rustic Red Ceiling Pendant Light~4228,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7982657732858,Vintage Pendant Light Holder Kit E27 Base ~4225,0.0,260,2,N/A (COGS pending),6,Low
pendant-lights,7982654128378,E27 Pendant Light Holder With 95cm Cable ~4223,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,7982629748986,Chrome Wire Cage Ceiling Pendant light~4211,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7982621065466,Chrome 3 Head Rectangle ceiling lamp with wire cage~4210,0.0,2400,0,N/A (COGS pending),3,High
pendant-lights,7982594162938,Rose Gold 3-Head Pendant Light | Rectangle Wire Cage E27~4208,0.0,1300,1,N/A (COGS pending),6,Low
pendant-lights,7982405615866,Vintage Pendant Light Holder Kit | E27 Base 95cm Adjustable Cable ~4207,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,7982358102266,E27 White Metal Ceiling Suspended Pendant Light Hanging Lamp Holder~4196,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7982095925498,Rose Gold 3-Head Pendant Light | Round Base Wire Cage E27~ 4178,0.0,1300,0,N/A (COGS pending),6,Low
pendant-lights,7946045423866,Diamond Cage Pendant Light Ceiling Hanging Light Fixture ~4152,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,7946039427322,Modern Retro Industrial Ceiling Light Shade Hanging Pendant Light Cage 3Way Lamp~5020,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7929839321338,Industrial suspended Ceiling light fitting amber Glass Lamp shade pendant lights~4149,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7928914182394,5 Way Chandelier Spider Ceiling Indoor Lamp Red~4158,0.0,27100,0,N/A (COGS pending),3,High
pendant-lights,7816203698426,Industrial Cage Pendant Multi Light Fitting |Modern E27 Triple Drop~4067,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7763771982074,Pendant Light with Chain Indoor Lighting Various Colours~4056,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,7762587549946,Black Metal Ceiling Hanging Pendant Light~4054,0.0,110,0,N/A (COGS pending),6,Low
pendant-lights,7717938331898,Modern Retro Step round Brushed Copper cage pendant light round ceiling base ~4035,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7716015243514,Industrial Vintage Retro Adjustable Ceiling Pendant Lights E27 ~4025,0.0,140,0,N/A (COGS pending),6,Low
pendant-lights,7715804348666,vintage  pendant light 3 way Rectangle DrumCylinder various colours ceiling base brushed finished~4022,0.0,260,1,N/A (COGS pending),6,Low
pendant-lights,7712260784378,Retro Industrial Style Metal Pendant Ceiling Lights  ~4010,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7711793545466,Retro Adjustable Hanging Yellow pendant light_E27~4002,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,7708426666234,Retro 3 Way Pendant Light - E27 Base ~4001,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,7708425355514,Vintage Barn slotted shape Metal Ceiling Pendant Lights E27~4000,0.0,20,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,7703993909498,Brass Three Pendant Light Fixture~3987,0.0,1600,1,N/A (COGS pending),6,Low
pendant-lights,7703993811194,Industrial Vintage Retro 3 way Round Rustic Red ceiling Pendant Cage~3985,0.0,,0,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
pendant-lights,7697310351610,Industrial Vintage Retro light 3 way cage pendant Round ceiling e27 base~3942,0.0,40,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7696630284538,Pendant Light 3 Way Ceiling Barrel Cage Lighting Fixture ~3933,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,7695391850746,Industrial Vintage Ratio Adjustable Metal Cage Pendant Lighting ~3930,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7695391391994,"Industrial Vintage Ratio Adjustable Pendant Hanging Pendant Lighting, E27 Metal Black Cage~3926",0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7695390376186,Metal Barrel Cage 3 Head Pendant Light in Rustic Red ~3921,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7692731384058,Ceiling Pendant Light Red 3- Shade Lighting~3904,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,7691075289338,Hemp Rope Hanging Light - E27 Edison Base ~3889,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7688953430266,Retro Unique Pendant Light ~ 3872,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,7688946811130,Industrial Black Wire Pendant Light Metal~3879,0.0,30,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7688946385146,"Industrial Vintage Retro Black Metal Ceiling hanging Pendant Light,  E27 Edison Style Lamp~3878",0.0,110,0,N/A (COGS pending),6,Low
pendant-lights,7688945893626,Black Wire Rectangle Base 3 Head Pendant Light Fixture~3877,0.0,30,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7680984285434,Industrial 3 Way Pendant Light Triple Cone Sloped Ceiling Adjustable E27~3868,0.0,390,1,N/A (COGS pending),6,Low
pendant-lights,7680983400698,Industrial 3 Way Pendant Light Triple Cluster Round Plate E27~3862,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,7679463981306,Industrial vintage Retro Indoor Hanging Ceiling Metal Copper Pendant Light E27 UK Holder~3844,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7676377170170,Lamp Pendant Holder with 2m Braided Flex – E27 Fitting~3831,0.0,70,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7676373893370,Vintage White Metal Ceiling Fitting Black &White Round Braided Flex 2m E27 Lamp Holder Pendant Light~3819,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7676245868794,"Rose Gold Industrial Pendant Light – Cone Ceiling Lamp with E27 Holder for Kitchen,Bedroom~3818",0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,7676245344506,Cone Lamp shade Pendant light fixtures~3817,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7676245213434,Industrial Vintage single ceiling Pendant Lighting Metal cone Satin Nickel Lampshade E27 UK Holder~3816,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7676244623610,Vintage style Copper Metal Cone  Pendant Light ~3815,0.0,320,1,N/A (COGS pending),6,Low
pendant-lights,7676244230394,Industrial Vintage single ceiling Pendant Lighting Metal cone Yellow Brass Lampshade E27 UK Holder~3814,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7676243902714,Industrial Vintage single ceiling Pendant Lighting Metal cone Green Brass Lampshade E27 UK Holder~3813,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7673412944122,Grey Industrial Metal  Chain Pendant Light~3807,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7673411535098,Retro Style Pendant Lighting~3805,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,7661570588922,Vintage Retro Industrial Loft Cone Hemp rope 3 head Pendant Light Retro Lamp~3786,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7659907973370,3 light Pendant Ceiling Light Fixture ~3776,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7659907776762,Linear Cage Pendant Light Fixture~3775,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,7651374989562,Industrial Modern 3 Way Retro Rustic Red Cage Ceiling Hanging Pendant Shade E27~3759,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7651374891258,Industrial Modern 3 Way Retro Brushed Silver Cage Ceiling Hanging Pendant Shade E27~3757,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7651374661882,Industrial 3 Way Retro Brushed Copper Cage Ceiling Hanging Pendant Shade E27~3756,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7649650278650,3 Pendant Lights Over Dining Table Brushed Brass ~3743,0.0,6600,0,N/A (COGS pending),3,High
pendant-lights,7649552761082,Kitchen Pendant Light Shade Orange Metal Timeless style~3741,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,7649552597242,Industrial Classic Metal Ceiling Pendant Shade in Yellow~3740,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7649552400634,Blue Ceiling Pendant light with metal Lampshade ~3738,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7649552138490,Stylish White Pendant light with Gold Accents for living room~3736,0.0,720,1,N/A (COGS pending),6,Low
pendant-lights,7649552007418,Ceiling Teardrop pendant light shade dome ~3735,0.0,170,0,N/A (COGS pending),6,Low
pendant-lights,7644912386298,Industrial Matte Black Pendant Lighting Shade Bowl Shape Metal~3727,0.0,0,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,7644912156922,Kitchen Island Unique Pendant Light~3726,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7644911993082,Easy fit Modern Brushed Silver Pendant Shades near UK~3725,0.0,590,0,N/A (COGS pending),6,Low
pendant-lights,7644911796474,Industrial Vintage New Pendant Ceiling Light 26cm Bowl Shade Rustic Red E27 Uk Holder~3724,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7644911403258,Metal Dome Ceiling Light Shade Versatile Décor Silver ~3721,0.0,210,0,N/A (COGS pending),6,Low
pendant-lights,7643967357178,Industrial Vintage Ratio single head Round Black cone Ceiling Pendent lights E27 Holder Chandelier~3709,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7643967193338,Vintage Industrial Pendant Light | 3-Head E27 Ceiling Lamp~3708,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7643966963962,Black Cluster Pendant Light 3 Bulb For Dining Room ~3707,0.0,2900,2,N/A (COGS pending),3,High
pendant-lights,7643966636282,Industrial 3 Bulb Hemp Spider Chandelier E27 ~3704,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7640298553594,Black Industrial Metal Ceiling Lamp Shade ~3691,0.0,0,9,N/A (COGS pending),1,Low — flag for review
pendant-lights,7640298291450,Modern look White Ceiling Light Shade  E27 Black Holder~3690,0.0,1000,0,N/A (COGS pending),6,Low
pendant-lights,7640298094842,Blue Pendant Light Perfect for Kitchen Island or Bar Areas~3689,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,7640297406714,LEDSone industrial Vintage  32cm Cyan Blue Pendant Retro Metal Lamp Shade E27 Uk Holder~3687,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7640297079034,Yellow Pendant light Kitchen Island ~3686,0.0,110,8,N/A (COGS pending),6,Low
pendant-lights,7640296390906,Easy Fit Industrial Pendant lighting~3684,0.0,1600,1,N/A (COGS pending),6,Low
pendant-lights,7619394470138,Black Pendant Light 5-Way Spider Chandelier - Vintage Industrial Ceiling Light ~3671,0.0,2900,1,N/A (COGS pending),3,High
pendant-lights,7613044130042,Modern Retro Industrial Crystal Ceiling Light Black Shade 3Head Hanging Pendant Lights~3649,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7609246875898,E27 Fitting Base Lamp Holder For Pendant Lights~3640,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7609246417146,Vintage E27 Fitting Suspension Light Base White Lamp Holder Ceiling Pendant Lights~3636,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7608621105402,Industrial 3 Light Cluster Pendant Braided Fabric Flex E27 Fitting~3635,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7606831251706,Yellow Curved Metal Dome Pendant Light Shade Dining Room~3631,0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,7606831218938,Modern Bar & Restaurant Lighting Yellow Pendant Light Shade~3630,0.0,110,0,N/A (COGS pending),6,Low
pendant-lights,7606831186170,Retro Vibes Yellow Metal Dome Pendant for Any Space~3629,0.0,,0,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
pendant-lights,7588223910138,2 Pack Vintage Industrial Pendant Lights - Retro Loft Style~3569,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7588221976826,Dome Pendant Ceiling Light~3565,0.0,30,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7564838437114,Blue 3 Way Vintage Industrial Metal Lampshade Modern Hanging Retro Ceiling Pendant Lights~3524,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7564838371578,Green Pendant Ceiling Lamp 3 Way Light ~3523,0.0,880,0,N/A (COGS pending),6,Low
pendant-lights,7564838338810,Stylish Blue Ceiling Pendant Light | 3 Dome Light~3522,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7564838306042,Modern Hanging Red 3 Light Pendant Over Island ~3521,0.0,5400,0,N/A (COGS pending),3,High
pendant-lights,7564838240506,Orange 3 Way Vintage Industrial Metal Lampshade Modern Hanging Retro Ceiling Pendant Lights~3520,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7564838174970,3-Light Pendant Light for Kitchen & Dining Room~3519,0.0,30,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7564838142202,3 - Light White & Gold Pendant Light~3518,0.0,720,0,N/A (COGS pending),6,Low
pendant-lights,7564838076666,Modern 3 Way Yellow  Metal Lampshade Hanging Ceiling Pendant Lights~3517,0.0,140,0,N/A (COGS pending),6,Low
pendant-lights,7564837912826,3 Head Pendant Light Metal Hanging Ceiling Light Fixture ~3515,0.0,12100,0,N/A (COGS pending),3,High
pendant-lights,7560398504186,White 2 Light Ceiling Pendant Light~3498,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7560397979898,Industrial Geometric Cage Pendant Multi-Way E27l~3490,0.0,,0,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
pendant-lights,7543292330234,Modern Vintage Industrial Black Metal Wire Cage Loft Pendant Lamp Ceiling Light~3448,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7543057645818,Industrial 3 Way Hanging Pendant Ceiling Light Cover Decorative Cage light fixture~3447,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7543041917178,Industrial Black hanging Pendant Ceiling Light Cover Decorative Cage light fixture~3446,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7543029793018,Industrial 3 heads Black hanging Pendant Ceiling Light Cover Decorative Cage light fixture~3445,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7542240248058,Industrial Hanging White Pattern Lamp shade Metal Loft Nordic Party Decor ~3444,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7542236184826,Industrial Kitchen Island Lighting UK~3443,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,7542209741050,Vintage Brass Dome Pendant Light – E27 Industrial Ceiling Lamp~3441,0.0,70,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7542184640762,Vintage Industrial Metal Ceiling Pendant Pattern Shade Hanging Modern Retro Light~3440,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7541548056826,Vintage Industrial White Metal Ceiling Pendant Pattern Shade Hanging Modern Retro Lighting Shade~3439,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7541546877178,Bathroom Pendant Lighting in Cage style ~3438,0.0,3600,0,N/A (COGS pending),3,High
pendant-lights,7541360066810,Modern Breakfast Bar Pendant Lights ~3431,0.0,320,0,N/A (COGS pending),6,Low
pendant-lights,7541267661050,Vintage Metal Hollow Pendant Light - E27 Base ~  3430,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7538525667578,Black cage pendant lights for kitchen island - E27 Base ~3427,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7525714526458,Single Outlet Ceiling E27 DIY Ceiling Rose Light PVC Flex Cluster Pendant Lamp Holder~3425,0.0,1300,0,N/A (COGS pending),6,Low
pendant-lights,7501710295290,Modern Loft Vintage Industrial Retro Wire Cage Shade Pendant Light~3401,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7501695582458,Industrial White colour Wire Cage Shade 3 Head  Pendant Light~3400,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7500914655482,Black Cage Pendant Light Kitchen E27 ~3398,0.0,50,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7500897976570,5 Head Ceiling Pendant  for Any Roomt ~3397,0.0,,1,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
pendant-lights,7500877332730,3Way Hanging Ceiling Pendant Light Black Dome Shade~3396,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7500758483194,Black Metal Cone Shade Pendant Light Fixture~3393,0.0,110,0,N/A (COGS pending),6,Low
pendant-lights,7500236128506,2-Light Industrial Spider Pendant Light - Adjustable Metal Cage~3390,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,7500075565306,Vintage Industrial Brushed Copper Indoor Hanging Adjustable Pendant Light Metal Mug Cage Ceiling Chandelier~3386,0.0,90,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7499656659194,Retro Industrial 3- Head  Vintage Round Base Pendant Ceiling light~3385,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7491041231098,Industrial 3way Hanging Ceiling Pendant Light Metal Cone Shade Indoor Lighting~1003,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7489761476858,Vintage Industrial White 3 Way Hanging Pendant Light Indoor Ceiling Light Metal Cone Shape Shade~1004,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7104050561185,Industrial Modern Pendant Light Rotary Switch E27 ~1127,0.0,390,2,N/A (COGS pending),6,Low
pendant-lights,7103867650209,Industrial Vintage E27 Pendant Light Fitting 95cm Adjustable Cord Set~1128,0.0,10,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7102568267937,Hemp Rope Industrial Metal Pendant Shade E27 Ceiling Fitting 30cm~1129,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7099592409249,Retro Industrial Metal Pendant Light – Vintage Suspended Ceiling Fixture~1130,0.0,50,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7099555315873,Industrial Retro Modern 8Way Vintage Loft Spider Ceiling Pendant Light~1131,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7097242419361,Industrial 2-Core Hemp Rope Pendant Light~1132,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7088530587809,Retro Black Industrial Chandelier Ceiling Vintage Metal Light Shade Pendant light~1134,0.0,0,2,N/A (COGS pending),1,Low — flag for review
pendant-lights,7069908730017,Rose Gold Industrial Metal Ceiling Hanging Pendant Light~1138,0.0,50,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7059080216737,Vintage Retro Ceiling Spider Hanging Lights 2M ~1166,0.0,0,3,N/A (COGS pending),1,Low — flag for review
pendant-lights,7053633487009,Retro Vintage Style Metal Ceiling Hanging Pendant Light~1168,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7053367607457,Vintage Style Hanging Brushed pendant light ~1170,0.0,260,0,N/A (COGS pending),6,Low
pendant-lights,7038329847969,Black triangle metal wire frame lamp Light wire cage Lampshade~1175,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7038324179105,Industrial 320mm Dome Shade Pendant Light | E27 Hanging Ceiling Lamp ~1176,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,7019740987553,"Modern Industrial Satin Nickel Indoor Hanging 3 Way Ceiling Pendant Light Metal Cone Shape Shade For Bar, Bedroom, Dining Room~1178",0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7019566006433,Best Indoor Spider Lights Ceiling Hanging Pendant Lights - 1179,0.0,880,3,N/A (COGS pending),6,Low
pendant-lights,7019524620449,8 Way Spider Ceiling Pendant Light 2M  ~1180,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7019418648737,Industrial Spider Pendant Light 6 Way Multi Drop E27 Matte Black~1181,0.0,390,1,N/A (COGS pending),6,Low
pendant-lights,7015799685281,1/3 Way Vintage Cage Metal Pendant Light Shade Industrial Diamond Ceiling lamp~1182,0.0,0,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7015409189025,Modern Industrial Chrome 3 Way Ceiling Pendant Light Metal Cone Shape Shade Indoor Hanging Light~1183,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,7008557334689,"Modern Industrial Loft Chrome Ceiling Pendant Light Metal Cone Shape Shade Indoor Hanging Light Fitting For Basement, Bedroom, Conservatory~1184",0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,7004373450913,Industrial Wire Metal Drum Cage Pendant Light~1185,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6999300178081,Light Hanging Pendant Light – E27 Base | Model 1188,0.0,320,1,N/A (COGS pending),6,Low
pendant-lights,6989497073825,Cage Pendant Lights For Kitchen ~1193,0.0,10,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6969096634529,Industrial  2 Head Black Ceiling Pendant Metal Wire Cage Indoor ~1208,0.0,,1,N/A (COGS pending),1/6 (demand unmapped; Low either way),Low — flag for review
pendant-lights,6914992504993,Ceiling Pendant Light Metal Lamp Shade Hanging Indoor Light Fitting~1249,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,6914697003169,Modern Pendant Lamp | Rose Gold Braided Fabric Flex | Kitchen Lighting~1252,0.0,1000,3,N/A (COGS pending),6,Low
pendant-lights,6914542665889,E27 Vintage Retro Industrial Loft Style Metal Conduit Chain Pendant Ceiling Light Lamp Kit~1253,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6912420348065,Industrial Retro style 3-Light Pendant lights Adjustable Cord with Diamond Metal Cages~1255,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6912021299361,Industrial Vintage Ceiling Light Rustic Red Metal Conduit Retro Pendant Lamp~1258,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6909913825441,LEDSone Vintage Industrial Metal Ceiling Pendant Shade Modern Hanging Retro with various pattern Light black colour ~1259,0.0,20,1,N/A (COGS pending),1,Low — flag for review
pendant-lights,6909809688737,Modern Ceiling Pendant Light Metal Dome Hanging Indoor Light Fitting E27~1260,0.0,1600,0,N/A (COGS pending),6,Low
pendant-lights,6909193748641,Modern Industrial Style Metal Cage Single Pendant Light Yellow brass Ceiling Light Fixture~1262,0.0,20,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6903445979297,Cluster 3-Light Antique Brass Dome Pendant Light ~1263,0.0,880,0,N/A (COGS pending),6,Low
pendant-lights,6898983633057,3-Heads Ceiling Pendant Cluster Light Fitting Lights E27 Socket Hanging Chandelier Light~1265,0.0,210,0,N/A (COGS pending),6,Low
pendant-lights,6898917015713,Diamond Cage Pendant Light E27 ~1266,0.0,170,1,N/A (COGS pending),6,Low
pendant-lights,6898555617441,Industrial Metal Ceiling Pendant Light with Shade~1268,0.0,0,0,N/A (COGS pending),1,Low — flag for review
pendant-lights,6898501189793,Industrial Barn Pendant Light | Metal Loft Lighting~1269,0.0,390,0,N/A (COGS pending),6,Low
pendant-lights,6896742203553,Orange Metal Pendant Light Indoor ~1271,0.0,320,0,N/A (COGS pending),6,Low
